Timestamp,Email address,First Name,Last Name,Mobile Number,Nationality,LinkedIn Profile,Please upload your current CV or Resume,"In addition to your data skills, do you have any particular domain expertise?",I'm interested in becoming a,Diagnostic Exam Score: [Programming with Python],Diagnostic Exam Score: [Data Processing with Numpy/Pandas],"Diagnostic Exam Score: [Data Visualization in Python (Matplotlib, Seaborn, Bokeh)]","Diagnostic Exam Score: [Web Scraping (beautiful-soup, scrapy)]","Diagnostic Exam Score: [Web Development (Java, Scala)]","Diagnostic Exam Score: [Database Structures (SQL,BigQuery, Mapreduce, Apachebeam, Hadoop, Spark, Kafka, etc.)]","Diagnostic Exam Score: [Data engineering processes (ETL, Cloud)]","Diagnostic Exam Score: [Core machine learning math and stats (ANOVA, linear algebra, gradient descent, time series analysis)]",Diagnostic Exam Score: [Graph and Network Theory],"Diagnostic Exam Score: [Machine Learning Process (Feature Engineering, Cross-validation, Train-Test Split)]",Diagnostic Exam Score: [Supervised Machine Learning],Diagnostic Exam Score: [Unsupervised Machine Learning],Diagnostic Exam Score: [Deep learning (artificial neural networks)],Diagnostic Exam Score: [Geospatial data analysis],Diagnostic Exam Score: [Agile/Scrum],"Diagnostic Exam Score: [Intermediate Excel (INDEX/MATCH, text formulas, pivot tables)]","Diagnostic Exam Score: [Advanced Excel (Macros, VBA)]",Diagnostic Exam Score: [PowerBI],Diagnostic Exam Score: [SQL],Diagnostic Exam Score: [Analytical frameworks],"Diagnostic Exam Score: [Descriptive statistics (Mean/Median/Mode, SD, SE, r, etc.)]",Diagnostic Exam Score: [Making and designing beautiful visuals and slides],Diagnostic Exam Score: [Storytelling and presentation],Diagnostic Exam Score: [Financial analysis],Diagnostic Exam Score: [Project management],Diagnostic Exam Score: [Programming with Python],Diagnostic Exam Score: [Data Processing with Numpy/Pandas],"Diagnostic Exam Score: [Data Visualization in Python (Matplotlib, Seaborn, Bokeh)]","Diagnostic Exam Score: [Web Scraping (beautiful-soup, scrapy)]","Diagnostic Exam Score: [Web Development (Java, Scala)]","Diagnostic Exam Score: [Database Structures (SQLBigQuery, Mapreduce, Apachebeam, Hadoop, Spark, Kafka, etc.)]","Diagnostic Exam Score: [Data engineering processes (ETL, Cloud)]","Diagnostic Exam Score: [Core machine learning math and stats (ANOVA, linear algebra, gradient descent, time series analysis)]",Diagnostic Exam Score: [Graph and Network Theory],"Diagnostic Exam Score: [Machine Learning Process (Feature Engineering, Cross-validation, Train-Test Split)]",Diagnostic Exam Score: [Supervised Machine Learning],Diagnostic Exam Score: [Unsupervised Machine Learning],Diagnostic Exam Score: [Deep learning (artificial neural networks)],Diagnostic Exam Score: [Geospatial data analysis],Diagnostic Exam Score: [Agile/Scrum],"Diagnostic Exam Score: [Intermediate Excel (INDEX/MATCH, text formulas, pivot tables)]","Diagnostic Exam Score: [Advanced Excel (Macros, VBA)]",Diagnostic Exam Score: [PowerBI],Diagnostic Exam Score: [SQL],Diagnostic Exam Score: [Analytical frameworks],"Diagnostic Exam Score: [Descriptive statistics (Mean/Median/Mode, SD, SE, r, etc.)]",Diagnostic Exam Score: [Making and designing beautiful visuals and slides],Diagnostic Exam Score: [Storytelling and presentation],Diagnostic Exam Score: [Financial analysis],Diagnostic Exam Score: [Project management],What is your highest educational attainment? ,Please list your last degree and the institution in which you obtained it,What is your current job title?,Where are you currently working?,"Do you have other commitments which are similar to mentoring or being an instructor in the field of Data Literacy, Data Analytics, or Data Science?",Which industry does your current company belong to? ,How many years of relevant data related experience do you have? ,Why are you interested in applying to this role?,What schedule are you available for the next 6 months to teach a class in the Philippine Time zone in [GMT+8]? (Please check all that may apply) [Monday],What schedule are you available for the next 6 months to teach a class in the Philippine Time zone in [GMT+8]? (Please check all that may apply) [Tuesday],What schedule are you available for the next 6 months to teach a class in the Philippine Time zone in [GMT+8]? (Please check all that may apply) [Wednesday],What schedule are you available for the next 6 months to teach a class in the Philippine Time zone in [GMT+8]? (Please check all that may apply) [Thursday],What schedule are you available for the next 6 months to teach a class in the Philippine Time zone in [GMT+8]? (Please check all that may apply) [Friday],What schedule are you available for the next 6 months to teach a class in the Philippine Time zone in [GMT+8]? (Please check all that may apply) [Saturday],What schedule are you available for the next 6 months to teach a class in the Philippine Time zone in [GMT+8]? (Please check all that may apply) [Sunday],How did you learn about this role?,Do you have any questions for us?,Did you have prior Eskwelabs Interactions?,What is your previous interaction with Eskwelabs?,Average Mentor CSAT,Average Instructor CSAT,Red Flags?,Pool Status
44655.93554,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,43.80864157,33.38018547,50.83069033,77.38840837,51.86049472,53.88218076,52.16539399,16.86121067,60.10918304,37.05120532,62.36606454,38.65747286,48.44461968,43.48605211,35.36013301,34.73303708,41.23621616,34.2761264,31.77945496,75.25064649,42.04902866,64.13391366,66.99144418,18.73875264,74.17940796,26.11362889,46.60484729,40.20287792,95.93829882,78.44543309,45.42756832,-6.891030409,44.05298043,38.6753393,22.61321161,9.215997,49.56803886,32.3316995,45.26735908,73.79320053,32.19794594,65.5381746,29.31454261,38.2340573,65.75239093,57.62374513,35.03451169,17.27225792,48.13558936,17.44268563,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,Not available for the whole day,Not available for the whole day,Not available for the whole day,Evening Shift (6pm to 9pm,Not available for the whole day,Afternoon Shift (1pm to 6pm),Not available for the whole day,redacted,redacted,"No, this is my first time to know about Eskwelabs",redacted,9.82,7.67,Yes,Active
44685.63205,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,43.37185998,35.36654996,42.05001151,54.6300274,49.72688137,58.95162893,41.9365194,55.05328442,12.43961071,44.27381323,28.25547191,9.522945496,67.77470043,45.59445415,37.85377071,36.47333926,65.26620826,16.14420778,19.28538371,73.11425466,26.61080052,52.28210055,68.69985306,73.45487782,71.99532269,36.38256708,22.99277533,62.63963012,37.26120852,26.40016345,38.37623478,68.94501539,11.24358646,47.47834887,44.81324923,42.5511951,46.44205767,67.5414145,53.25715257,50.57994224,62.03376617,55.89257986,38.59909883,34.377073,41.23285509,34.63326944,30.2490415,50.29293488,12.70274924,18.23826676,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,"Morning Shift (7am to 12nn), Afternoon Shift (1pm to 6pm)","Morning Shift (7am to 12nn), Afternoon Shift (1pm to 6pm)",redacted,redacted,"No, this is my first time to know about Eskwelabs",redacted,9.5,5.93,No,Active
44716.80471,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,24.94965362,47.64186877,44.91550142,29.8529182,60.057662,58.33619501,72.55753012,61.91721074,18.24974768,15.9455759,29.45822987,69.96164078,59.13387258,10.19989161,47.09353646,60.32244873,28.79124531,71.70026042,53.24077566,35.37694,32.56665251,67.43905794,73.03781799,77.61347712,28.28538238,79.97952107,21.66118631,56.1047355,30.78113805,59.1329811,47.21761164,70.70997897,72.19752384,29.17175348,56.63294473,60.56125208,24.54182272,24.28987133,70.38797258,31.52611971,60.27002316,34.02271989,63.22071695,55.02226737,89.11350993,71.18076714,63.90448986,68.5923589,67.37511939,65.35214709,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,Morning Shift (7am to 12nn),Morning Shift (7am to 12nn),Morning Shift (7am to 12nn),Morning Shift (7am to 12nn),Morning Shift (7am to 12nn),Morning Shift (7am to 12nn),Not available for the whole day,redacted,redacted,"No, this is my first time to know about Eskwelabs",redacted,8.7,5.36,No,Inactive
44716.87317,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,37.93212806,36.01509199,41.98986347,45.43465667,65.57266292,58.8625041,40.63873852,38.17864313,56.70521938,60.01251683,51.50051267,45.78908042,49.12286491,48.38001023,70.27412617,41.13899562,66.71941299,9.015443448,40.896758,57.25332154,40.31893804,75.78758162,51.13900296,50.17958922,43.08644869,41.91891909,27.30814004,5.191710024,50.96462008,37.19802468,22.72719383,59.42429024,48.22508542,47.85529818,35.00096946,65.47578824,101.0683164,84.01820674,59.34277456,20.73440826,83.62772935,20.18796371,51.74933062,57.5239292,44.10867934,45.34073982,47.25060322,74.92627934,40.21027753,11.45888333,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,Afternoon Shift (1pm to 6pm),Afternoon Shift (1pm to 6pm),Afternoon Shift (1pm to 6pm),Afternoon Shift (1pm to 6pm),Afternoon Shift (1pm to 6pm),"Afternoon Shift (1pm to 6pm), Evening Shift (6pm to 9pm","Afternoon Shift (1pm to 6pm), Evening Shift (6pm to 9pm",redacted,redacted,"No, this is my first time to know about Eskwelabs",redacted,2.68,,No,Active
44746.63285,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,37.870451,4.611755659,58.50197329,53.36389012,56.67452021,72.22385132,21.82110247,46.75146282,95.09464278,38.85167962,71.21865194,34.61754814,72.46056461,57.54220741,55.52751664,73.61193926,39.44707054,16.69748472,67.71384957,67.13001116,82.56579967,30.68296205,90.77739984,50.81784325,36.60256336,42.50985535,59.42142052,65.04640957,13.5027237,53.32872687,51.42552855,64.36534671,70.76692007,32.35870633,61.03718068,13.32767655,63.54896269,71.91859559,36.92990873,41.95274257,67.21454165,53.69099972,78.92271361,45.16495296,44.97147155,67.24746802,58.74113165,62.93158262,99.11552169,58.67070536,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Morning Shift (7am to 12nn),Not available for the whole day,redacted,redacted,"No, this is my first time to know about Eskwelabs",redacted,4.55,,No,Active
44777.64757,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,33.28265427,58.91511097,56.13451203,45.32762241,44.61308009,50.52227716,27.50988013,71.2153518,28.40854623,36.11143159,34.75772311,47.68313448,83.19317404,24.64822894,35.65169828,17.8621348,51.19675792,71.31782072,74.35406999,53.98576644,31.08198321,20.37797667,48.1399621,45.07539837,29.3866211,71.00618034,54.38118587,75.7137823,72.37993791,31.62219066,31.73841416,25.95343893,27.84748039,44.35095417,47.27460619,58.00163961,65.4391229,74.07378065,54.68530301,53.48172081,24.49408643,55.27841839,58.09744479,42.65661233,57.20978896,25.749573,26.20001815,24.04694964,27.01366491,60.94705475,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,Morning Shift (7am to 12nn),Morning Shift (7am to 12nn),Morning Shift (7am to 12nn),Morning Shift (7am to 12nn),Morning Shift (7am to 12nn),Morning Shift (7am to 12nn),Morning Shift (7am to 12nn),redacted,redacted,"No, this is my first time to know about Eskwelabs",redacted,8.35,9.52,No,Inactive
44869.61454,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,55.84440706,67.18350084,69.88861635,52.97398211,70.67062595,40.52813763,73.01181177,60.406026,-1.466944281,18.34986323,35.218778,60.86319705,34.65322023,3.797379346,77.50162708,95.130285,63.68616596,43.94165996,37.93200485,43.30498123,81.27473261,27.23226442,78.71080583,77.12758577,60.75298007,48.93493445,23.41723834,59.90665044,59.67343466,46.59650772,33.2200382,37.74138948,54.55318977,37.48185675,44.27285908,13.81226031,55.78250962,48.6065475,24.31295612,45.78992017,33.79144341,33.26879344,45.37162971,63.91229692,42.77806155,95.55096311,72.14203236,70.59104834,65.3477234,43.61782218,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,"Afternoon Shift (1pm to 6pm), Evening Shift (6pm to 9pm","Afternoon Shift (1pm to 6pm), Evening Shift (6pm to 9pm",redacted,redacted,"No, this is my first time to know about Eskwelabs",redacted,8.58,,No,Active
44869.74576,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,55.11988051,37.76833695,88.26184525,64.04282618,52.86764536,31.79285749,15.50038704,52.98723131,24.04128692,47.36126471,26.04877293,20.88931151,70.25370702,28.28974554,68.6996374,53.40751272,55.09947613,31.85748326,50.25069428,45.40214825,82.92835133,65.54268123,36.10121075,50.28675558,22.05046914,60.14941086,55.31175666,32.42497741,53.18494686,48.58715464,58.60677053,35.69203204,54.34977091,40.71403799,66.32876494,49.32272608,91.34426471,57.62027616,34.12527378,22.10647761,36.83400621,29.13450696,106.3128695,66.2853508,38.63910114,31.95980888,42.11311385,16.6572058,56.87008241,60.54610152,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Not available for the whole day,Not available for the whole day,redacted,redacted,Yes,redacted,4.39,,No,Active
44899.564,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,40.37789714,65.31131288,63.36131622,36.84940818,66.16712534,44.99684421,50.34508706,56.2799974,24.70726969,49.72846587,43.83682035,55.32534537,51.889898,69.63375277,28.52599659,9.257447477,17.64721561,83.04373149,57.17760106,58.41325672,55.83524735,46.6108009,27.74112504,80.27979218,51.76372505,43.25832455,71.90725576,51.82536964,79.46215104,57.55287868,61.23066879,66.90586734,9.148902775,36.28716926,38.25180764,43.22894057,37.37840544,41.1965054,72.00753578,40.2797267,71.37814124,47.61747077,89.38917227,10.80741479,69.21464522,58.50679367,37.71574627,42.18534845,52.10375945,87.80911436,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Morning Shift (7am to 12nn),Not available for the whole day,redacted,redacted,"No, this is my first time to know about Eskwelabs",redacted,8.95,,No,Active
44899.60578,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,38.97686137,65.66712828,40.23231251,69.55983796,75.07100978,46.75250468,43.79104655,63.40795416,49.77337219,44.44767368,60.2882546,68.13321045,69.69345624,3.393212733,37.35985639,39.81606691,79.21774214,29.40045065,48.41843397,42.05555714,65.10172894,13.98620038,36.65237831,62.10613537,82.55153828,33.49248235,59.43904659,36.29786847,36.51440842,27.07701372,60.19622009,57.20655084,67.03674158,65.25478506,3.857783135,72.5428034,50.51131355,41.57739905,47.34150453,57.42572645,83.0389604,60.94762152,35.95002495,73.09581736,66.89806008,20.30558038,49.00420919,72.12264444,67.81690324,56.29637176,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Morning Shift (7am to 12nn),Morning Shift (7am to 12nn),Afternoon Shift (1pm to 6pm),redacted,redacted,Yes,redacted,3.41,,No,Active
13/04/2022 10:32:56,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,53.28053666,30.71123901,27.47761705,52.14065588,38.66024082,63.86467773,82.91994225,62.91616409,83.36697219,47.34892163,5.702319548,25.68852965,58.08163307,57.08698611,9.621753308,57.9711651,53.63375585,45.68556751,68.86661465,67.12208568,25.22574389,26.81887876,101.5109399,56.15344121,57.78651517,39.25350504,90.00218066,65.1325068,50.05841653,32.77799026,52.75577422,35.78940463,77.92750123,58.9088417,60.19809355,40.88203459,39.44614387,32.95217456,52.1157132,60.28295611,25.71904481,45.67133673,74.26135101,48.37279558,19.1459184,14.2756132,51.18496079,46.15749643,3.873753289,69.08619893,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,Morning Shift (7am to 12nn),Morning Shift (7am to 12nn),Morning Shift (7am to 12nn),Not available for the whole day,Not available for the whole day,Morning Shift (7am to 12nn),Morning Shift (7am to 12nn),redacted,redacted,"No, this is my first time to know about Eskwelabs",redacted,9.98,6.5,No,Active
14/04/2022 12:05:13,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,123.3312644,56.6574587,84.83830503,37.2340577,61.45004319,17.43936586,42.8747539,37.68348097,52.18298949,13.8188305,61.51832739,11.33136914,24.62717273,48.19148271,44.17309541,48.62230392,45.82676849,36.38903736,61.82680442,76.81846082,40.54691881,25.46273726,45.70843704,51.84674664,54.32539781,36.82782118,51.7822362,-3.359438937,21.26002705,69.5686313,90.08154332,56.92905676,44.24515369,57.97359345,70.15579196,28.59251067,18.05860705,77.29547297,50.44699039,41.3907354,46.97838582,53.36375835,53.30461474,75.23532793,45.67997864,64.5358849,33.75486412,47.86242122,76.09728022,42.39643339,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,Morning Shift (7am to 12nn),Morning Shift (7am to 12nn),Morning Shift (7am to 12nn),Morning Shift (7am to 12nn),Morning Shift (7am to 12nn),Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,redacted,redacted,"No, this is my first time to know about Eskwelabs",redacted,8.39,,No,Active
17/04/2022 17:02:06,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,58.25564326,56.97303672,52.89192447,30.28721804,90.92462666,54.29857713,58.50355093,30.07824585,72.1962183,40.36007278,43.88457527,70.77728046,70.24887937,71.53006358,23.20331638,58.80881117,31.221127,57.50298169,82.9465777,18.50861483,50.17366348,53.77262849,20.72156314,56.78810725,62.61122252,82.39427311,47.68226821,96.48595704,7.941436991,70.94855543,9.590353171,50.102599,59.72424129,22.61796866,97.97370938,88.87989704,54.32297987,29.04085301,74.53437418,58.03537595,70.16170117,35.44688059,50.91241766,21.8565802,53.02721419,67.88783176,37.80544216,50.4171468,72.29883934,39.19143678,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,Not available for the whole day,Not available for the whole day,Not available for the whole day,Not available for the whole day,Not available for the whole day,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,redacted,redacted,"No, this is my first time to know about Eskwelabs",redacted,9.12,,No,Inactive
18/04/2022 13:18:49,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,41.12442007,79.73362039,52.37970083,36.28677505,46.44531045,2.532473313,23.02880336,73.54868183,63.73960694,50.03632143,15.31793223,24.05631857,34.67585247,61.67529749,35.43822353,51.05218885,34.17668341,36.55530486,46.03788063,-7.950035107,32.61697213,25.25669805,13.92229635,49.64370957,31.98006349,9.356601573,78.99803785,81.94468874,34.51169538,57.92622065,65.75766693,72.132286,64.14942304,52.02103376,45.90404063,43.38556794,24.31770841,34.78563289,42.48025964,63.07813311,72.25891734,74.53986934,31.92369711,29.60765972,53.210631,54.59385099,68.35068021,34.98902523,71.34271355,59.51873994,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,"Afternoon Shift (1pm to 6pm), Evening Shift (6pm to 9pm","Morning Shift (7am to 12nn), Afternoon Shift (1pm to 6pm), Evening Shift (6pm to 9pm","Afternoon Shift (1pm to 6pm), Evening Shift (6pm to 9pm","Morning Shift (7am to 12nn), Afternoon Shift (1pm to 6pm), Evening Shift (6pm to 9pm","Afternoon Shift (1pm to 6pm), Evening Shift (6pm to 9pm",Not available for the whole day,Not available for the whole day,redacted,redacted,"No, this is my first time to know about Eskwelabs",redacted,6.89,,No,Active
19/04/2022 13:15:35,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,22.68257884,34.86485231,59.3086364,61.02965481,56.27649075,38.01638966,31.29668503,20.59883987,29.09011318,20.55189283,72.45624424,93.50212985,77.11570954,28.6300405,53.13182817,45.85140749,58.262795,49.36601463,65.26310144,48.67294445,51.94014351,-2.294735051,55.29671532,50.45022915,60.02868131,55.4580626,56.14100761,54.96677687,67.21024255,47.73812872,46.66506124,67.08950811,40.4021712,89.82939539,57.4873965,89.88927966,79.04670681,68.78819283,30.72649606,40.95109956,65.93126755,66.59786962,50.51050148,44.12347215,53.47327823,37.09234375,84.39482,44.35310418,69.17840965,50.04791625,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,"Afternoon Shift (1pm to 6pm), Evening Shift (6pm to 9pm","Afternoon Shift (1pm to 6pm), Evening Shift (6pm to 9pm","Afternoon Shift (1pm to 6pm), Evening Shift (6pm to 9pm","Afternoon Shift (1pm to 6pm), Evening Shift (6pm to 9pm","Afternoon Shift (1pm to 6pm), Evening Shift (6pm to 9pm","Afternoon Shift (1pm to 6pm), Evening Shift (6pm to 9pm","Afternoon Shift (1pm to 6pm), Evening Shift (6pm to 9pm",redacted,redacted,Yes,redacted,8.27,9.86,No,Active
19/04/2022 21:43:21,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,86.44942214,54.33819478,43.88834093,77.64158974,23.10753139,58.97122473,75.44286773,20.87111177,27.18019588,73.24440787,28.40882338,31.43223175,23.18246011,56.09292444,56.65286755,7.510229085,66.77075425,75.28891583,42.78979636,67.83245646,34.41338428,53.6543619,59.81143987,64.71676913,50.68469089,74.83152399,66.11293287,78.3409146,62.18378857,45.928674,30.14571738,70.95323857,67.33775077,81.53720751,56.88158328,76.18356169,45.1603122,63.36696101,30.4468163,43.40309802,35.39790293,99.25308158,83.59939945,84.0381175,46.95651483,37.57258968,19.06156986,89.88022491,72.63034127,44.1119641,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,Not available for the whole day,Not available for the whole day,Not available for the whole day,Not available for the whole day,Not available for the whole day,"Morning Shift (7am to 12nn), Afternoon Shift (1pm to 6pm), Evening Shift (6pm to 9pm","Morning Shift (7am to 12nn), Afternoon Shift (1pm to 6pm), Evening Shift (6pm to 9pm",redacted,redacted,"No, this is my first time to know about Eskwelabs",redacted,6.48,5.84,No,Active
21/04/2022 13:27:11,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,48.06141008,33.31645159,29.87271142,41.36576803,70.19107739,7.611387694,63.03729205,75.45358403,9.415272309,44.7167884,52.55499332,46.64875698,59.70945904,66.97148158,31.44987301,41.35887824,41.56926454,60.48199243,62.7692806,57.02877538,56.46749266,5.698531988,38.50598906,26.61612282,45.12361602,46.18545346,74.35898903,32.43700316,30.81198058,35.27148556,67.29673547,54.7227324,76.91970642,13.69306181,29.5877244,51.69250611,29.48349282,44.33638899,51.11948518,37.22844336,69.78609188,23.71888154,42.23343151,6.049319026,61.13007577,23.3726763,32.69145096,31.2958977,54.4317405,73.40962006,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,redacted,redacted,"No, this is my first time to know about Eskwelabs",redacted,9.61,,No,Active
22/04/2022 06:50:48,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,52.84526649,51.36985088,31.29960762,58.89068625,79.17152138,50.37153477,50.33801796,37.04519704,37.70099932,21.99182697,26.8272085,12.06369826,22.33109417,64.54372048,22.70208288,49.89996149,65.83048637,90.59186751,34.4371221,52.2593217,38.31424951,23.47297826,44.50225576,37.42250519,62.99145191,14.45789389,76.42014195,72.67220364,51.68385344,81.3239017,53.86363407,89.06659892,62.71167027,64.63323198,59.35589727,69.10476022,53.12811433,38.98596949,48.93263997,75.67183523,34.48097367,68.85697071,50.64637367,63.27975242,76.89460929,28.08407347,56.53442449,58.73257706,31.68255851,54.85310806,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,Morning Shift (7am to 12nn),Morning Shift (7am to 12nn),Not available for the whole day,Not available for the whole day,Not available for the whole day,Not available for the whole day,Morning Shift (7am to 12nn),redacted,redacted,"No, this is my first time to know about Eskwelabs",redacted,9.22,,Yes,Active
27/04/2022 12:16:36,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,62.58161302,33.01606153,42.13583012,23.54593615,42.16113314,78.42789817,65.56053771,20.31837326,34.04345582,54.58890568,48.05762818,29.5388276,46.37538545,32.88413507,18.59995583,62.90648883,13.94161139,74.60894792,66.37295655,69.14632175,61.82939013,45.68945456,56.64242345,16.74758307,55.04074196,33.73375177,29.32606935,45.92561721,18.90037687,37.89718939,48.29907237,29.32725656,31.24971218,60.23715017,63.78411381,103.1397737,36.48969931,-0.984907812,19.73274031,15.12805972,62.66325378,48.12794602,46.14526297,87.10988582,35.21324364,53.3802778,80.55666733,84.83793201,34.70395732,58.43782279,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,Morning Shift (7am to 12nn),Not available for the whole day,Morning Shift (7am to 12nn),Not available for the whole day,Morning Shift (7am to 12nn),Not available for the whole day,Not available for the whole day,redacted,redacted,"No, this is my first time to know about Eskwelabs",redacted,8.56,,No,Active
29/04/2022 18:30:39,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,73.63792432,69.79846927,47.84717784,84.72525697,40.66495406,32.33991925,45.76242143,63.96604699,64.6835022,53.34166505,56.14284913,82.40434157,38.09713371,46.15646257,81.0278175,39.4324143,17.60014136,25.04104791,58.64634033,35.83232563,-14.65481115,35.41491309,51.02391257,65.54103532,38.04689139,69.0336755,24.40997588,46.99223324,48.52301078,65.30020413,34.00937185,73.42851053,6.279476638,29.28086791,64.80573306,46.82375814,35.75918333,81.20882509,56.88653638,32.99060758,32.83306149,85.02999722,50.47730811,41.49226302,50.34612424,41.04817815,46.30833393,56.17012676,53.43314731,45.08092484,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,Not available for the whole day,Not available for the whole day,Morning Shift (7am to 12nn),Morning Shift (7am to 12nn),Morning Shift (7am to 12nn),Afternoon Shift (1pm to 6pm),Afternoon Shift (1pm to 6pm),redacted,redacted,"No, this is my first time to know about Eskwelabs",redacted,8.2,9.21,No,Active
29/04/2022 22:50:07,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,44.41585838,63.41780873,75.61777776,50.26499678,63.76728532,58.95673412,50.53774141,49.24098601,46.48090357,32.76455253,84.92426492,55.89465649,43.68641767,35.3250491,29.4819839,38.25215626,41.98034303,77.66524149,49.71450867,23.23194103,65.98014007,38.0531012,71.23801154,85.01748485,-3.522689356,57.74580574,39.83241214,21.80999792,23.36436106,40.40143291,44.48158514,100.5904382,80.9119414,61.07896724,46.80500596,44.13781404,23.93564717,94.61006631,40.39877142,16.29848151,57.91672472,92.78358657,37.36748958,50.06756626,43.16522741,54.15651838,48.23785263,32.64815085,31.84726036,21.88193246,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,Morning Shift (7am to 12nn),Morning Shift (7am to 12nn),Morning Shift (7am to 12nn),Morning Shift (7am to 12nn),Morning Shift (7am to 12nn),Morning Shift (7am to 12nn),Morning Shift (7am to 12nn),redacted,redacted,"No, this is my first time to know about Eskwelabs",redacted,9.22,,No,Active
